index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
44616,2016-04-03 23:48:43,Skoda_Superb_Combi_2.0_TDI_Green_tec_DSG_Exclusive,privat,Angebot,17990,control,kombi,2013,automatik,140,superb,100000,10,diesel,skoda,nein,2016-04-03 00:00:00,0,6188,2016-04-06 05:17:14
10009,2016-03-10 20:50:38,Volkswagen_Transporter_T4_70B_1F2,privat,Angebot,899,test,kombi,1991,manuell,77,transporter,150000,10,diesel,volkswagen,nein,2016-03-10 00:00:00,0,8280,2016-03-26 19:17:59
133721,2016-03-10 14:57:42,Mercedes_Benz_SLK_200_Kompressor,privat,Angebot,6990,test,cabrio,2003,manuell,163,slk,80000,6,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,44789,2016-03-10 14:57:42
182646,2016-03-23 11:49:23,Toyota_Avensis_2.2_D_CAT_Combi,privat,Angebot,7500,test,kombi,2007,manuell,177,avensis,125000,3,diesel,toyota,nein,2016-03-23 00:00:00,0,33602,2016-04-07 13:17:08
89224,2016-03-08 19:38:35,Ford_Mondeo,privat,Angebot,1099,test,limousine,2000,manuell,0,,150000,8,benzin,ford,,2016-03-08 00:00:00,0,49429,2016-03-12 20:19:43
10245,2016-03-07 01:53:27,Renault_Laguna_kombi,privat,Angebot,500,control,,2016,manuell,107,laguna,150000,4,benzin,renault,nein,2016-03-07 00:00:00,0,45888,2016-03-07 07:50:21
4712,2016-03-26 20:54:54,BMW_316i_1_Hand_Automatik_Top_Zustand,privat,Angebot,1699,control,limousine,1992,automatik,0,3er,150000,12,,bmw,nein,2016-03-26 00:00:00,0,22457,2016-04-06 12:44:56
141757,2016-03-09 22:55:04,BMW_520d_Aut._Scheckheft_gepflegt_bei_BMW,privat,Angebot,23000,test,limousine,2010,automatik,184,5er,100000,12,diesel,bmw,nein,2016-03-09 00:00:00,0,13347,2016-04-05 12:45:55
99232,2016-03-07 19:37:03,Skoda_Roomster_1.2_TSI_DSG_Ambition_aus_Nachlass,privat,Angebot,13199,control,bus,2014,manuell,105,roomster,5000,10,benzin,skoda,nein,2016-03-07 00:00:00,0,38527,2016-03-19 20:49:12
164150,2016-03-11 12:54:04,Opel_Corsa_Bj_1997,privat,Angebot,400,test,kleinwagen,1997,manuell,60,corsa,150000,7,benzin,opel,,2016-03-11 00:00:00,0,63071,2016-04-07 06:45:55
29300,2016-03-16 13:37:42,BMW_E30_Coupe,privat,Angebot,0,control,andere,1988,manuell,113,3er,150000,3,benzin,bmw,nein,2016-03-16 00:00:00,0,57629,2016-03-27 22:18:25
322533,2016-04-03 11:48:33,Audi_A4_b5_Avant_Quattro_viele_Neuteile_auch_Tausch_moeglich,privat,Angebot,0,control,kombi,1997,manuell,150,a4,150000,2,benzin,audi,,2016-04-03 00:00:00,0,94227,2016-04-07 12:46:20
137077,2016-03-30 23:49:37,Volkswagen_New_Beetle_2.0_en_vogue,privat,Angebot,850,control,limousine,2000,manuell,116,beetle,125000,12,benzin,volkswagen,nein,2016-03-30 00:00:00,0,45326,2016-04-05 23:17:39
326592,2016-03-16 11:40:19,Ford_Fiesta_Chia_1_2__Klima_TÜV_NEU_!!!,privat,Angebot,1490,test,kleinwagen,1999,manuell,75,fiesta,150000,2,benzin,ford,,2016-03-16 00:00:00,0,19059,2016-03-29 18:18:47
291883,2016-03-30 15:48:20,Volkswagen_Golf_1.4_Comfortline_TÜV_NEU/gepflegter_Zustand,privat,Angebot,4399,test,limousine,2004,manuell,75,golf,100000,10,benzin,volkswagen,nein,2016-03-30 00:00:00,0,97256,2016-04-07 06:44:40
289277,2016-03-14 00:52:00,Volkswagen_Golf_1.6_TDI_DPF,privat,Angebot,8950,control,limousine,2012,manuell,105,golf,150000,5,diesel,volkswagen,nein,2016-03-13 00:00:00,0,37081,2016-04-07 04:46:16
113848,2016-03-29 23:52:37,BMW_328_Ci,privat,Angebot,6250,control,coupe,2000,manuell,193,3er,150000,5,benzin,bmw,nein,2016-03-29 00:00:00,0,66989,2016-04-02 20:48:04
215680,2016-03-21 11:50:53,Mercedes_Benz_CLS_350_7G_TRONIC,privat,Angebot,10500,control,coupe,2005,automatik,272,andere,150000,6,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,74585,2016-03-21 12:41:43
296864,2016-03-28 21:59:20,BMW_530i_Individual_Hamann_Motorsport,privat,Angebot,7000,control,limousine,2001,manuell,231,5er,150000,10,benzin,bmw,nein,2016-03-28 00:00:00,0,44532,2016-04-07 05:45:27
338563,2016-03-08 19:46:26,Opel_Astra_H_1.6_SCHECKHEFT!!!_TÜV_NEU!!!_Navi!_Tempomat!,privat,Angebot,3799,test,,2005,manuell,105,astra,150000,10,benzin,opel,,2016-03-08 00:00:00,0,24105,2016-03-12 20:48:24
316176,2016-03-29 15:46:34,Audi_A6_2_7TDI_Sline_Tausch,privat,Angebot,14000,control,kombi,2008,automatik,179,a6,150000,8,diesel,audi,nein,2016-03-29 00:00:00,0,91522,2016-04-06 01:17:18
32741,2016-03-18 11:48:10,Mercedes_Benz_C_220_CDI_Automatik,privat,Angebot,700,control,limousine,2007,automatik,150,c_klasse,150000,7,diesel,mercedes_benz,ja,2016-03-18 00:00:00,0,13355,2016-03-27 22:47:28
24091,2016-03-30 14:49:18,Civic_EJ_9,privat,Angebot,850,control,coupe,1995,manuell,75,civic,150000,7,benzin,honda,,2016-03-30 00:00:00,0,96170,2016-04-07 05:44:32
282054,2016-03-11 19:51:21,Honda_Accord_Tourer_2.4_i_Executive_Xenon_Navi_Voll,privat,Angebot,4499,test,kombi,2003,manuell,190,accord,150000,11,benzin,honda,nein,2016-03-11 00:00:00,0,44628,2016-03-12 10:17:57
82929,2016-03-31 17:58:10,BMW_740i_e38_TÜV_neu_V8_kein_728_730_735_Audi_Mercedes,privat,Angebot,5840,control,limousine,1999,automatik,286,7er,150000,10,benzin,bmw,nein,2016-03-31 00:00:00,0,23554,2016-04-06 19:48:21
66048,2016-03-15 00:45:30,Volkswagen_Passat,privat,Angebot,7490,test,kombi,2007,manuell,170,passat,150000,12,diesel,volkswagen,nein,2016-03-14 00:00:00,0,51580,2016-03-20 19:18:20
30228,2016-03-07 10:43:29,Polo_Cross_Automatic_Navi_Rueckfahrkamera_Alarm_Schiebed_Bluetooth,privat,Angebot,6999,test,kleinwagen,2006,automatik,105,polo,125000,10,benzin,volkswagen,nein,2016-03-07 00:00:00,0,12351,2016-04-06 08:46:00
31938,2016-03-06 15:42:07,Audi_A1_1.2_TFSI_Ambition,privat,Angebot,15700,test,kleinwagen,2013,manuell,86,a1,20000,11,benzin,audi,nein,2016-03-06 00:00:00,0,96515,2016-04-06 20:19:34
252079,2016-03-14 19:58:55,Alfa_Romeo_159_Sportwagon_1.9_JTDM_16V_DPF_Automatik_Pr...,privat,Angebot,7900,control,kombi,2006,automatik,150,159,150000,10,diesel,alfa_romeo,nein,2016-03-14 00:00:00,0,73431,2016-03-16 12:17:48
249707,2016-03-22 11:54:15,Golf_1.9_Sportline__Xenon__Navi__Leder,privat,Angebot,2600,control,kleinwagen,2004,,0,golf,150000,0,diesel,volkswagen,,2016-03-22 00:00:00,0,10119,2016-03-22 12:43:26
137332,2016-03-09 19:38:26,Volkswagen_Polo_1.2,privat,Angebot,1000,test,kleinwagen,2003,manuell,54,polo,150000,12,benzin,volkswagen,ja,2016-03-09 00:00:00,0,22417,2016-03-15 07:16:23
188459,2016-03-26 19:56:12,Bmw_e36_320i,privat,Angebot,300,control,limousine,1990,manuell,150,3er,150000,1,benzin,bmw,,2016-03-26 00:00:00,0,94354,2016-03-31 17:18:37
52814,2016-03-24 15:52:44,Fiat_192,privat,Angebot,2500,test,kleinwagen,2003,manuell,103,stilo,125000,3,benzin,fiat,nein,2016-03-24 00:00:00,0,67063,2016-03-26 00:46:43
341273,2016-04-02 15:42:51,Mercedes_Benz_C200_Kompressor_Classic,privat,Angebot,5145,control,limousine,2004,manuell,163,c_klasse,100000,8,benzin,mercedes_benz,nein,2016-04-02 00:00:00,0,16247,2016-04-06 14:16:48
131267,2016-03-05 20:50:06,Verkaufe_twingo,privat,Angebot,890,control,kleinwagen,2001,manuell,58,twingo,150000,12,benzin,renault,nein,2016-03-05 00:00:00,0,76646,2016-03-10 03:15:22
191247,2016-03-16 17:44:06,MINI_John_Cooper_Works_Paket_und_JCW_Aerodynamic,privat,Angebot,17390,control,cabrio,2012,manuell,122,cooper,70000,1,benzin,mini,nein,2016-03-16 00:00:00,0,53332,2016-04-06 23:17:02
113835,2016-03-16 21:36:44,Golf_4_2.0_115ps_euro3_d4_model_2000,privat,Angebot,999,control,kombi,1999,manuell,115,golf,150000,12,benzin,volkswagen,ja,2016-03-16 00:00:00,0,90513,2016-03-17 00:40:51
339958,2016-03-25 17:57:54,Top_Nissan_Micra__viel_Ausstattung_und_mit_Unfall_evt_Tausch,privat,Angebot,0,test,kleinwagen,2003,manuell,80,micra,100000,0,benzin,nissan,ja,2016-03-25 00:00:00,0,45665,2016-03-25 17:57:54
327362,2016-03-09 18:40:14,Mercedes_Benz_E_220_T_CDI_Mit_Tuev_02/2017,privat,Angebot,2000,test,kombi,2002,automatik,143,e_klasse,150000,1,diesel,mercedes_benz,nein,2016-03-09 00:00:00,0,99974,2016-03-12 18:45:41
362471,2016-03-22 20:58:56,Mercedes_Slk_230_Kompressor,privat,Angebot,3850,control,cabrio,1999,automatik,193,slk,150000,7,benzin,mercedes_benz,,2016-03-22 00:00:00,0,32425,2016-04-06 16:16:59
108592,2016-03-29 04:36:19,Opel_Corsa_Edition_100_mit_TÜV,privat,Angebot,390,control,,2016,manuell,0,corsa,150000,10,benzin,opel,ja,2016-03-29 00:00:00,0,67063,2016-03-31 01:45:08
366601,2016-03-26 14:38:00,Audi_80_b4Avant,privat,Angebot,500,control,kombi,1993,manuell,115,,150000,10,,audi,nein,2016-03-26 00:00:00,0,93086,2016-04-02 04:17:04
93816,2016-03-30 11:57:30,Mazda_3_1.6_Sport_Comfort,privat,Angebot,2600,test,limousine,2003,manuell,105,3_reihe,150000,11,benzin,mazda,nein,2016-03-30 00:00:00,0,50670,2016-04-07 03:15:53
309424,2016-03-25 15:39:15,Chevrolet_Aveo_1.2_LS_+__Klima__CD__Alu__Scheckheft,privat,Angebot,6490,test,kleinwagen,2012,manuell,69,aveo,30000,6,benzin,chevrolet,nein,2016-03-25 00:00:00,0,45892,2016-04-06 19:16:10
28915,2016-03-17 21:42:53,BMW_320i_Edition_Exclusive,privat,Angebot,5990,test,limousine,2003,automatik,170,3er,150000,4,benzin,bmw,nein,2016-03-17 00:00:00,0,79312,2016-04-07 11:16:07
289388,2016-03-16 15:47:13,Verkaufe_meinen_2006_ford_ka,privat,Angebot,1150,test,kleinwagen,2006,manuell,60,ka,150000,4,benzin,ford,nein,2016-03-16 00:00:00,0,30880,2016-03-19 12:47:47
208629,2016-03-09 15:47:26,Smart_Fortwo_Passion_Automatik_Top_Optik_mit_ueberholtem_Motor,privat,Angebot,2150,control,coupe,2003,automatik,61,fortwo,150000,11,benzin,smart,nein,2016-03-09 00:00:00,0,53359,2016-03-20 18:21:51
33777,2016-04-01 21:38:20,Passat_zu_verkaufen,privat,Angebot,4900,test,kombi,2006,manuell,140,passat,5000,3,diesel,volkswagen,nein,2016-04-01 00:00:00,0,63526,2016-04-05 19:15:51
5928,2016-03-28 02:56:11,Golf_vr6_Syncr_!seltener_2Tuerer__Angebot_bis_2_april_7000Euro,privat,Angebot,7999,test,,2000,,190,golf,125000,0,,volkswagen,,2016-03-28 00:00:00,0,32657,2016-04-04 09:47:08
118417,2016-03-29 17:38:10,Ford_Galaxy___TÜV_bis_05.2017__116_Ps__Diesel__Bj.2002__215.000km,privat,Angebot,2200,control,bus,2002,manuell,116,galaxy,150000,4,diesel,ford,nein,2016-03-29 00:00:00,0,52066,2016-04-06 03:15:58
264,2016-03-10 15:52:45,BMW_318i_touring,privat,Angebot,800,test,kombi,2000,manuell,118,3er,150000,9,benzin,bmw,ja,2016-03-10 00:00:00,0,51647,2016-03-10 15:52:45
63923,2016-03-26 10:53:41,"Opel_Astra_J_GTC_1_6T__20""_Klima_Navi_Xenon_+_Winterraeder_17""_Alu",privat,Angebot,13900,test,coupe,2011,manuell,179,astra,50000,11,benzin,opel,nein,2016-03-26 00:00:00,0,9337,2016-04-05 22:15:58
280927,2016-03-07 13:25:23,A3_Sportback_2.0TDI_Ambition_DPF__Leder_Beige__NAVI,privat,Angebot,3600,control,limousine,2005,,0,a3,150000,9,diesel,audi,,2016-03-07 00:00:00,0,55118,2016-03-07 13:25:23
327734,2016-03-07 18:54:26,Bmw_530d_vollausstattung__Scheckheft_gepfegt__Motor_laeuft...,privat,Angebot,3849,control,kombi,2004,automatik,218,5er,150000,10,diesel,bmw,ja,2016-03-07 00:00:00,0,33602,2016-03-08 11:16:37
329276,2016-03-05 21:49:13,Opel_Corsa_1.0_12V_Comfort,privat,Angebot,2150,test,kleinwagen,2001,manuell,58,corsa,150000,2,benzin,opel,nein,2016-03-05 00:00:00,0,79843,2016-03-14 09:48:03
91017,2016-04-04 22:36:51,Mazda_626,privat,Angebot,1000,test,limousine,1997,automatik,116,6_reihe,150000,0,benzin,mazda,nein,2016-04-04 00:00:00,0,52525,2016-04-07 01:16:21
196995,2016-03-17 15:49:37,BMW_316iE46,privat,Angebot,3000,test,limousine,2001,manuell,105,3er,40000,2,benzin,bmw,nein,2016-03-17 00:00:00,0,64354,2016-04-04 21:18:48
226639,2016-03-09 01:37:04,opel_omega_a_2_6i_caravan_mit_vielen_teilen,privat,Angebot,0,control,kombi,1992,automatik,150,omega,150000,12,benzin,opel,,2016-03-09 00:00:00,0,38315,2016-03-12 16:49:11
75233,2016-03-19 18:48:59,Audi_100_C4___2_3e__Avant___gt._Zustand,privat,Angebot,2400,test,kombi,1993,manuell,133,100,150000,3,benzin,audi,nein,2016-03-19 00:00:00,0,71069,2016-03-20 21:17:54
88704,2016-04-04 17:54:46,Volkswagen_Polo_1.2,privat,Angebot,3800,test,kleinwagen,2006,manuell,64,polo,150000,2,benzin,volkswagen,nein,2016-04-04 00:00:00,0,55494,2016-04-05 12:20:56
292377,2016-03-23 14:51:16,Audi_A4_2.0_TDI,privat,Angebot,10199,test,limousine,2008,manuell,143,a4,150000,4,diesel,audi,nein,2016-03-23 00:00:00,0,48161,2016-03-24 23:15:52
272777,2016-03-27 17:48:44,Porsche_Carrera_4S_Coupé__Vollausstattung__Erstbesitz,privat,Angebot,57250,test,coupe,2008,manuell,355,911,50000,10,benzin,porsche,nein,2016-03-27 00:00:00,0,14195,2016-04-05 14:16:00
335000,2016-03-23 17:56:59,Opel_Omega_2.0_16V,privat,Angebot,699,control,kombi,1999,manuell,136,omega,150000,12,benzin,opel,,2016-03-23 00:00:00,0,34471,2016-03-27 23:15:59
302733,2016-03-30 12:47:19,Fiat_500_Panorama__Blue&me_TÜV_neu,privat,Angebot,7888,control,kleinwagen,2013,manuell,69,500,20000,3,benzin,fiat,nein,2016-03-30 00:00:00,0,57072,2016-04-03 02:17:41
112499,2016-03-16 14:48:30,Volkswagen_Sharan_2.8_VR6_GL,privat,Angebot,890,test,bus,1996,manuell,174,sharan,150000,7,benzin,volkswagen,nein,2016-03-16 00:00:00,0,97299,2016-04-06 14:46:57
284973,2016-03-26 13:40:13,Smart_CITY_COUPE__450__TÜV_Neu__guter_Zustand,privat,Angebot,1300,control,kleinwagen,1999,automatik,55,fortwo,150000,11,benzin,smart,nein,2016-03-26 00:00:00,0,14513,2016-04-06 01:16:21
106029,2016-03-16 02:36:21,Mercedes_Benz_Vito_112_CDI,privat,Angebot,2000,test,bus,1999,manuell,122,vito,150000,4,diesel,mercedes_benz,nein,2016-03-16 00:00:00,0,90480,2016-03-16 06:59:00
347787,2016-03-20 21:45:28,Volkswagen_Golf_1.4_LEDER_KLIMA_SHZ_UNFALLFREI_SCHECKHEFT,privat,Angebot,3500,test,limousine,2005,manuell,75,golf,100000,5,benzin,volkswagen,nein,2016-03-20 00:00:00,0,14057,2016-03-20 21:45:28
310437,2016-03-19 10:57:05,Honda_Civic_Aerodeck_Kombi_Sport,privat,Angebot,790,test,kombi,1999,manuell,116,civic,150000,12,benzin,honda,nein,2016-03-19 00:00:00,0,59581,2016-03-19 10:57:05
207632,2016-03-23 15:48:52,Peugeot_206_75_Style,privat,Angebot,2400,test,kleinwagen,1998,manuell,75,2_reihe,150000,10,benzin,peugeot,nein,2016-03-23 00:00:00,0,72525,2016-03-24 23:18:45
285635,2016-03-14 18:41:13,Volkswagen_Polo_1.2,privat,Angebot,2400,test,kleinwagen,2003,manuell,0,polo,150000,1,benzin,volkswagen,nein,2016-03-14 00:00:00,0,30853,2016-03-15 13:45:03
151418,2016-03-09 01:58:30,Mercedes_Benz_C_180,privat,Angebot,1150,control,limousine,1993,automatik,122,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,7745,2016-04-06 23:16:17
322956,2016-04-01 15:37:50,Polo_6N_XXL_1.4_60_PS,privat,Angebot,599,test,kleinwagen,1997,manuell,60,polo,150000,0,benzin,volkswagen,nein,2016-04-01 00:00:00,0,9648,2016-04-07 12:46:16
267091,2016-03-23 16:47:24,Ford_Fiesta_***TÜV_NEU,privat,Angebot,949,test,,2018,manuell,75,fiesta,100000,6,benzin,ford,nein,2016-03-23 00:00:00,0,31785,2016-04-05 20:17:08
222077,2016-04-04 22:37:57,Nissan_350Z___Neue_Kupplung_und_Bremsen__,privat,Angebot,11400,test,coupe,2005,manuell,280,,150000,9,benzin,nissan,,2016-04-04 00:00:00,0,91781,2016-04-07 01:16:22
178011,2016-03-26 12:53:48,BMW_525d_Touring_Aut.,privat,Angebot,14500,control,kombi,2010,automatik,197,5er,150000,5,diesel,bmw,nein,2016-03-26 00:00:00,0,95698,2016-04-06 01:16:22
363932,2016-03-29 10:54:31,Sparsamer_Flitzer_tiefer__breiter_VW_UP_1_0_High_Black_Edition,privat,Angebot,7500,control,kleinwagen,2012,manuell,60,,70000,12,benzin,volkswagen,nein,2016-03-29 00:00:00,0,84152,2016-04-05 20:44:35
92321,2016-03-05 14:13:35,Golf_III_1.9_TDI_Variant,privat,Angebot,800,test,kombi,1997,manuell,90,golf,150000,1,diesel,volkswagen,nein,2016-03-03 00:00:00,0,57539,2016-03-07 18:46:36
156014,2016-03-20 16:39:20,Fiat_Punto_Limited_Edition_1Jahr_TÜV,privat,Angebot,790,test,kleinwagen,1998,manuell,0,punto,20000,10,benzin,fiat,nein,2016-03-20 00:00:00,0,32423,2016-04-06 21:46:23
136276,2016-03-30 01:36:23,HYUNDAI__100%_good,privat,Angebot,2300,test,bus,2004,automatik,2,,150000,4,diesel,hyundai,,2016-03-30 00:00:00,0,40789,2016-04-04 20:45:56
264723,2016-03-12 18:44:29,Alfa_Romeo_156_2.0_TS_Bj_2000_mit_Austauschmotor,privat,Angebot,950,test,limousine,2000,manuell,144,156,150000,0,,alfa_romeo,ja,2016-03-12 00:00:00,0,26605,2016-03-24 18:16:42
322537,2016-04-03 13:39:37,Mercedes_Benz_C_220_CDI_Avantgarde__Leder___Navi_Tuev_Neu,privat,Angebot,7900,control,limousine,2006,manuell,150,c_klasse,125000,11,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,32049,2016-04-05 12:18:36
217989,2016-03-19 17:47:59,Mercedes_Benz_E_320_CDI_Avantgarde,privat,Angebot,7490,control,limousine,2002,automatik,204,e_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-19 00:00:00,0,30459,2016-04-01 07:49:22
286467,2016-03-10 12:39:31,Suche_VW_Toureg_Diesel,privat,Angebot,0,test,,2005,,0,,5000,0,,volkswagen,,2016-03-10 00:00:00,0,10115,2016-04-07 04:46:21
141895,2016-03-30 22:38:58,Suzuki_Jimny_Club,privat,Angebot,8999,control,suv,2013,manuell,86,jimny,60000,9,benzin,suzuki,nein,2016-03-30 00:00:00,0,97980,2016-04-01 17:47:40
262715,2016-03-09 13:59:15,Mercedes_Benz_SL_500,privat,Angebot,17999,control,cabrio,2002,automatik,306,sl,125000,4,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,66763,2016-04-06 08:44:31
346050,2016-04-01 02:57:44,Ford_Granada_2..3,privat,Angebot,1750,control,limousine,1983,,0,andere,150000,6,lpg,ford,nein,2016-04-01 00:00:00,0,52538,2016-04-07 05:17:23
35426,2016-03-14 19:42:34,BMW_X3_3.0d_Sport_Paket__Individual_TÜV_10/2017,privat,Angebot,9200,control,limousine,2005,manuell,204,x_reihe,150000,3,diesel,bmw,nein,2016-03-14 00:00:00,0,58566,2016-03-17 09:15:52
256313,2016-03-19 14:41:38,Volkswagen_Golf_1.9_TDI,privat,Angebot,3650,test,limousine,2004,manuell,101,golf,150000,5,diesel,volkswagen,nein,2016-03-19 00:00:00,0,34127,2016-03-21 19:18:12
58485,2016-03-08 19:57:37,Alfa_Romeo_156_1_9Jtd_M_Jet_140ps,privat,Angebot,2900,test,kombi,2004,manuell,140,156,150000,0,diesel,alfa_romeo,,2016-03-08 00:00:00,0,91541,2016-03-11 17:46:54
2202,2016-03-09 21:56:28,Ford_Fiesta_5_Tuerer_1.3_Benziner,privat,Angebot,500,test,kleinwagen,1998,manuell,60,fiesta,150000,1,benzin,ford,nein,2016-03-09 00:00:00,0,20144,2016-03-11 07:15:21
371452,2016-03-11 12:52:58,Audi_a4_b5_Kombi_1.8_Turbo,privat,Angebot,400,test,kombi,1996,manuell,150,a4,150000,0,benzin,audi,,2016-03-11 00:00:00,0,85110,2016-03-11 13:43:10
180011,2016-03-26 15:50:00,Fiat_stilo_1.6_16v,privat,Angebot,1200,test,limousine,2001,,0,stilo,150000,0,,fiat,,2016-03-26 00:00:00,0,1683,2016-04-06 04:15:39
96415,2016-03-12 20:39:15,Mercedes_Benz_E_350_T_7_Sitzer_US_MODELL_Elegance_7G,privat,Angebot,7600,test,kombi,2006,automatik,272,e_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-12 00:00:00,0,21706,2016-04-05 13:44:49
87176,2016-03-19 18:52:08,Peugeot_207_Tendance_90_1.4_16V_1Hand_TÜV_01/18,privat,Angebot,4000,test,limousine,2006,manuell,88,,100000,10,benzin,peugeot,nein,2016-03-19 00:00:00,0,88048,2016-03-21 18:51:20
351676,2016-03-12 14:47:46,Audi_A4_1.6,privat,Angebot,4500,test,limousine,2001,manuell,102,a4,150000,9,benzin,audi,ja,2016-03-12 00:00:00,0,85764,2016-04-07 01:17:10
211629,2016-03-09 10:40:49,Fiat_Panda_1.2_Natural_Power,privat,Angebot,4690,control,kleinwagen,2008,manuell,60,panda,100000,9,cng,fiat,nein,2016-03-09 00:00:00,0,94481,2016-04-07 14:33:02
348673,2016-03-26 12:56:28,Smart_smart_&_passion_Klima_Faltdach_Alu_TÜV_Neu,privat,Angebot,2350,control,kleinwagen,2002,automatik,54,fortwo,125000,4,benzin,smart,nein,2016-03-26 00:00:00,0,44339,2016-04-06 00:45:27
325751,2016-03-14 03:52:42,Nissan_Micra_....Super_sparsam,privat,Angebot,1550,test,kleinwagen,2004,manuell,65,micra,125000,5,benzin,nissan,,2016-03-14 00:00:00,0,70469,2016-03-14 06:58:01
358141,2016-04-03 18:36:41,Mercedes_Benz_E_350_CDI_DPF_BlueEFFICIENCY_7G_TRONIC,privat,Angebot,21400,control,limousine,2009,automatik,231,e_klasse,150000,8,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,89191,2016-04-03 18:36:41
17120,2016-03-19 17:52:33,HYUNDA?_XG_350_NAV?_LEDER_S?TZHE?ZUNG_TEMPOMAT_VOLL...,privat,Angebot,1399,control,limousine,2003,automatik,197,andere,150000,4,benzin,hyundai,nein,2016-03-19 00:00:00,0,35578,2016-03-20 10:07:19
370802,2016-03-23 16:53:57,Mercedes_Benz_220,privat,Angebot,13900,test,kombi,2007,automatik,170,andere,150000,12,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,90459,2016-03-26 10:16:49
13605,2016-03-31 11:46:25,Toller_Fiat_Panda_mit_Faltschiebedach_/_LPG_Gas___Benzin,privat,Angebot,3700,control,kleinwagen,2010,manuell,54,panda,125000,11,lpg,fiat,,2016-03-31 00:00:00,0,87663,2016-04-06 04:16:47
53153,2016-03-31 04:36:18,BMW_220d_coupé_sport_line,privat,Angebot,31000,test,coupe,2014,automatik,184,andere,30000,6,diesel,bmw,nein,2016-03-31 00:00:00,0,66386,2016-04-02 04:16:03
354986,2016-03-23 17:06:27,opel_astra_der_zuverlaessige,privat,Angebot,220,test,,2016,,75,astra,150000,0,,opel,nein,2016-03-23 00:00:00,0,35619,2016-04-06 10:06:17
180816,2016-04-05 12:06:18,Toyota_GT86___MPS_Turbo__Traumzustand_Liebhaberfahrzeug,privat,Angebot,32999,test,coupe,2012,manuell,300,andere,40000,10,benzin,toyota,nein,2016-04-05 00:00:00,0,61250,2016-04-05 12:46:03
270803,2016-04-02 10:54:37,Volkswagen_Sharan_1.9_TDI,privat,Angebot,1800,test,bus,2001,automatik,116,sharan,150000,1,diesel,volkswagen,ja,2016-04-02 00:00:00,0,91572,2016-04-06 09:16:50
258007,2016-03-12 09:55:12,Audi_a_4_b5_1.8_l_tuv_bis_06.17,privat,Angebot,800,control,limousine,1995,,125,a4,150000,0,,audi,ja,2016-03-12 00:00:00,0,33689,2016-03-13 01:17:24
42707,2016-04-01 01:56:07,BMW_740i_zu_verkaufen,privat,Angebot,1500,control,limousine,1996,automatik,286,7er,150000,3,,bmw,ja,2016-03-31 00:00:00,0,52068,2016-04-01 07:46:25
276535,2016-04-01 12:56:39,Skoda_Fabia_1.2_HTP,privat,Angebot,3500,test,kombi,2003,manuell,50,fabia,125000,6,,skoda,nein,2016-04-01 00:00:00,0,51674,2016-04-07 09:44:25
257430,2016-03-10 18:39:00,Volkswagen_6N/6N2,privat,Angebot,1000,test,kleinwagen,1998,manuell,50,polo,150000,9,benzin,volkswagen,nein,2016-03-10 00:00:00,0,1640,2016-03-12 09:17:22
307053,2016-03-17 15:46:16,Audi_A8,privat,Angebot,1250,test,limousine,1996,automatik,299,a8,150000,3,benzin,audi,ja,2016-03-17 00:00:00,0,78098,2016-04-06 23:17:32
314081,2016-03-23 18:42:49,Verkqufe_BMW__520i,privat,Angebot,2000,test,limousine,1996,manuell,150,5er,150000,0,,bmw,nein,2016-03-23 00:00:00,0,16348,2016-03-23 18:42:49
299999,2016-03-25 18:38:58,Tausch_renault_espace_III_2_2dt.,privat,Angebot,0,test,,2000,,0,espace,150000,0,,renault,,2016-03-25 00:00:00,0,97424,2016-04-07 00:16:03
324636,2016-03-09 21:36:19,Bmw_e87_118i_Automatik,privat,Angebot,11000,test,limousine,2005,automatik,129,1er,70000,7,benzin,bmw,nein,2016-03-09 00:00:00,0,85630,2016-04-06 03:16:27
260673,2016-04-04 14:45:56,Opel_astra_f_caravan,privat,Angebot,199,test,kombi,1993,,0,astra,150000,0,,opel,,2016-04-04 00:00:00,0,14772,2016-04-06 16:15:46
212513,2016-03-07 10:38:03,BMW_325i_M_paket_ORGINAL_ZUSTAND,privat,Angebot,5450,test,limousine,2002,manuell,192,3er,150000,5,benzin,bmw,nein,2016-03-07 00:00:00,0,51061,2016-03-07 13:46:19
